file_name,text,text_clean,feature
16eeb776-aafa-46c5-b210-0cd94f47ce80.jpg,"- Пиво светлое - Хольстен_Пильзнер РСО 4,5°%u mG 0,430. | ‚ #6(Ф Tt 1 н at ad _x000C_", Пиво светлое  ХольстенПильзнер РСО 45u mG 0430.   6Ф Tt 1 н at ad _x000C_,0
17095ed6-5ca3-48eb-b4f9-29bef0699aac.jpg,ДОМИК В ДЕРЕВНЕ СЛИБКИ Janeane Й СТЕРИЛ 10% 680г мополеенищея | _x000C_,ДОМИК В ДЕРЕВНЕ СЛИБКИ Janeane Й СТЕРИЛ 10 680г мополеенищея  _x000C_,0
17378af8-3bbd-449b-bd12-a89957ce09c0.jpg,KOHbaK TAPEMUIMHA KB 7 ner 40% O.5sn t (POCCHg) :6 \ — воза ав мА _x000C_,KOHbaK TAPEMUIMHA KB 7 ner 40 O.5sn t POCCHg 6   воза ав мА _x000C_,0
173a8119-e445-4ed5-b2d2-8699610e5afc.jpg,! — ВОДКА МОРОША НА МИН.ВОДЕ : i КАРЕЛ.УР.МЯГК. №1 40% 0.5Л | i лв о «ь ^ ^` ' _x000C_,  ВОДКА МОРОША НА МИН.ВОДЕ  i КАРЕЛ.УР.МЯГК. 1 40 0.5Л  i лв о ь    _x000C_,0
176a9181-c14e-4316-83e1-8237aed2304d.jpg,БАБКИНЫ салвш: О _x000C_,БАБКИНЫ салвш О _x000C_,0
1a01b350-ebdd-4755-b087-410ea37487e5.jpg,' Говядина тушеная е/- 7 _x000C_, Говядина тушеная е 7 _x000C_,0
1a3ebcff-6531-4818-b0ad-cca6e8dee1b5.jpg,i RICH НАПИТОК 5/ A CUn/ ГАЗ ИНДИАН _x000C_,i RICH НАПИТОК 5 A CUn ГАЗ ИНДИАН _x000C_,0
1b64d8f9-ed5f-4fa0-9698-208756eff722.jpg,Kopm PURINA FELIX 200r MACHOE OBb . я ЕДЕНИЕ Cyx.c КУРицей _x000C_,Kopm PURINA FELIX 200r MACHOE OBb . я ЕДЕНИЕ Cyx.c КУРицей _x000C_,0
1b66b3a7-36d5-42f2-8c82-c4e9250779e1.jpg,"ЧАЙ АЗЕРЧАЙ БУКЕТ 4YEPH.100NAKX2r 200г 379% : « >, >, a _x000C_",ЧАЙ АЗЕРЧАЙ БУКЕТ 4YEPH.100NAKX2r 200г 379     a _x000C_,0
1b991a96-b7b5-404e-997f-7b6e659b85a8.jpg,"OES WIVES ДЕРЕВЕНЬКА ONO. CHUAPTE 40% 0,771 - An FP OY р” kl ъ _x000C_",OES WIVES ДЕРЕВЕНЬКА ONO. CHUAPTE 40 0771  An FP OY р kl ъ _x000C_,0
1bae4c7a-6ebb-4bb9-bdbf-848ebf62ecba.jpg,"КЛЕБ РЖАНОЙ КРАЙ ЦЕЛЬНОЗРРНОВОЙ 3001 VONOPAEHCKOE , i рч ы Os _x000C_",КЛЕБ РЖАНОЙ КРАЙ ЦЕЛЬНОЗРРНОВОЙ 3001 VONOPAEHCKOE  i рч ы Os _x000C_,0
1c7c23d4-f567-46a2-9eea-8c9b4a8863e9.jpg,"оы В С, ЖИГУПЕВСКОЕ ОСОБС›Е О.44л бветлое 4% 61/6 _x000C_",оы В С ЖИГУПЕВСКОЕ ОСОБСЕ О.44л бветлое 4 616 _x000C_,0
1c965e51-e572-45b4-8af0-1adace5a98c9.jpg,: ee . ИИ Конфеты MILKA 110г | мз молюколада с орехов.нач. _x000C_, ee . ИИ Конфеты MILKA 110г  мз молюколада с орехов.нач. _x000C_,0
1cf204ad-3a13-470a-b009-eea2d84ba02d.jpg,—_ ALPEN GOLD WOKORAD МОЛОЧНЫЙ ФУНДУК И ИЗЮМ ГФЛ/П _x000C_, ALPEN GOLD WOKORAD МОЛОЧНЫЙ ФУНДУК И ИЗЮМ ГФЛП _x000C_,0
1d0a52e1-6459-49c9-9f65-69b5823107c8.jpg,оплололлелооллоллоо — Коньяк СТАРЫЙ КЕНИГСБЕР! © 5./ | Or MO IY LOY _x000C_,оплололлелооллоллоо  Коньяк СТАРЫЙ КЕНИГСБЕР  5.  Or MO IY LOY _x000C_,0
1d0c4744-3d50-42e9-8036-fb37634a759f.jpg,"63M ЙогуРТ ФРУТТИС ВИШ. ПЛОМБ/ГРУША.ВАН.З% 115г >, =, _. . _x000C_",63M ЙогуРТ ФРУТТИС ВИШ. ПЛОМБГРУША.ВАН.З 115г   . . _x000C_,0
1d84973f-cd1f-430f-a671-deb25d212043.jpg,"ВИСКИ НАКИ ТОМПСОН 3 ГОДА 40% 0,571 _x000C_",ВИСКИ НАКИ ТОМПСОН 3 ГОДА 40 0571 _x000C_,0
1da0a20f-e968-468a-8587-afbd6b7aa1a9.jpg,"ПИВО ТУБОРГ ГРИН СВЕТЛОЕ — АЛК.4.6% С/Б 0,48Л _x000C_",ПИВО ТУБОРГ ГРИН СВЕТЛОЕ  АЛК.4.6 СБ 048Л _x000C_,0
1dd051fe-dd91-4988-acf7-3ae80867bac5.jpg,Miner) KOMM os | минеральная 0.5л NDT _x000C_,Miner KOMM os  минеральная 0.5л NDT _x000C_,0
1e16ac9d-2ff8-4dba-b943-c40a8d0c28ff.jpg,"СОК ДАРЫ КУБАНИ ABNOKO. ** ГРУША 0,2Л > ah Kr | _x000C_",СОК ДАРЫ КУБАНИ ABNOKO.  ГРУША 02Л  ah Kr  _x000C_,0
1e17289e-a7a5-4975-bb88-677794fd246b.jpg,ШОКОЛАД МОЛОЧНЫЙ СТЕГ! С АРАХИС.И KAPAM.90/ 100! уа 79°° _x000C_,ШОКОЛАД МОЛОЧНЫЙ СТЕГ С АРАХИС.И KAPAM.90 100 уа 79 _x000C_,0
1e444cd2-067b-409c-8819-4959dad71f5f.jpg,| Шоколад ALPEN GOLD 85r i _x000C_, Шоколад ALPEN GOLD 85r i _x000C_,0
1e70e303-360d-4bb5-98b6-5190cc53ed5a.jpg,"— : -- * ПИВО АРСЕНАЛЬНОЕ КРЕПКОЕ СВЕТЛОЕ 7% ПЭТ 1,25Л _x000C_",    ПИВО АРСЕНАЛЬНОЕ КРЕПКОЕ СВЕТЛОЕ 7 ПЭТ 125Л _x000C_,0
1e74e951-aa7f-49ad-9136-da0a21b27a84.jpg,| Нопито» ЛАЙМОН ФРЭШ NDT О.5л ea tb bra: se ee Be | See Oe _x000C_, Нопито ЛАЙМОН ФРЭШ NDT О.5л ea tb bra se ee Be  See Oe _x000C_,0
1e873b77-a93d-4ee6-829c-719acaf35c71.jpg,— — запазиолилллилллиллллллллОлллЕЕ MILKA ШОКОЛАД МОЛ ВАНИЛИ ПЕЧЕН ОРЕО 300F  4279.99 _x000C_,  запазиолилллилллиллллллллОлллЕЕ MILKA ШОКОЛАД МОЛ ВАНИЛИ ПЕЧЕН ОРЕО 300F  4279.99 _x000C_,0
1ff9db4e-313c-4b89-b99a-61ca79092507.jpg,слой*^ С “POM 708 ов 99 _x000C_,слой С POM 708 ов 99 _x000C_,0
201a4732-14ea-4868-b687-b5b699a0de61.jpg,Сухарики Хрустим ПИ 64е крас Бог 4690388013653 100433102 VAN... nv6& /iwit _x000C_,Сухарики Хрустим ПИ 64е крас Бог 4690388013653 100433102 VAN... nv6 iwit _x000C_,0
204e2dc1-412c-4ea2-af85-c583b3fb5abf.jpg,%&СКОЕ МОРЕ КРАБОВЫЕ ПАЛОЧКИ ОХЛ | _x000C_,СКОЕ МОРЕ КРАБОВЫЕ ПАЛОЧКИ ОХЛ  _x000C_,0
204eccb9-b560-4fb0-aeaa-721f43f12045.jpg,' КАШКА ФРУТОНЯНЯ = ‚ МОЛОЧНО- = * ПШЕНИЧНАЯ 0.27 = ; = _x000C_, КАШКА ФРУТОНЯНЯ   МОЛОЧНО   ПШЕНИЧНАЯ 0.27    _x000C_,0
2052e215-1e16-4312-ba02-f06ec0cad0a5.jpg,Вино МАРТИНИ ПРОСЕККО м : ‘ 0.75л иг pm Toe белое сухое _x000C_,Вино МАРТИНИ ПРОСЕККО м   0.75л иг pm Toe белое сухое _x000C_,0
20638b51-50a8-495a-aa9d-fad184032148.jpg,"В BODKA ПЯТЬ ОЗЕР 40% 0,11 (ОМСКВИНПРОМ) _x000C_",В BODKA ПЯТЬ ОЗЕР 40 011 ОМСКВИНПРОМ _x000C_,0
21856b75-540a-4c19-904c-70b734f4dd78.jpg,Пиво ВЕЛКОПОПОВИЦК.КОЗЕЛ светлое 4% ж /б _x000C_,Пиво ВЕЛКОПОПОВИЦК.КОЗЕЛ светлое 4 ж б _x000C_,0
21bd2f8b-68e6-4f8b-b749-d0b327fd54da.jpg,EES —  Напиток SANTO STEFANO  О ** 0.75n BE AKL сл/алк.бел.п/сл. эяо 99 _x000C_,EES   Напиток SANTO STEFANO  О  0.75n BE AKL слалк.бел.псл. эяо 99 _x000C_,0
2244be6f-4f7e-4024-b34a-d070dfdc0a29.jpg,| ‚ ТУС KPEKEP СО ВКУСОМ пиццы 100г _x000C_,  ТУС KPEKEP СО ВКУСОМ пиццы 100г _x000C_,0
22c8b680-ea62-42b0-a92b-da2778c8384a.jpg,| Зипсы POMSTICKS 100г н _x000C_, Зипсы POMSTICKS 100г н _x000C_,0
22f3e137-d78c-4adf-a357-a68e0f7289d2.jpg,"` НАП.С/А ГАЗ.САН.СТЕФАНО СИЦ.СВАДЬБА БЕЛ.П/СЛ.0,75Л 306%° _x000C_", НАП.СА ГАЗ.САН.СТЕФАНО СИЦ.СВАДЬБА БЕЛ.ПСЛ.075Л 306 _x000C_,0
2321310c-c460-4a51-9111-5ec7adef48b3.jpg,"OO ——— ООО ООО НОО Aff «aon na —4 o—g (4; oo ZATECKY CUS ПИВО СВЕТЛОЕ ФИЛЬТР ПАСТ 4.6% О,&5Л | _x000C_",OO  ООО ООО НОО Aff aon na 4 og 4 oo ZATECKY CUS ПИВО СВЕТЛОЕ ФИЛЬТР ПАСТ 4.6 О5Л  _x000C_,0
23ca3ab6-b04d-408e-b32a-f9fc18f0f20e.jpg,' | flanua 6/n Роллтон | O-HOMALIHEMY 4605496016687 курица лоток ° ' 101287362 mrwrws _x000C_,  flanua 6n Роллтон  OHOMALIHEMY 4605496016687 курица лоток   101287362 mrwrws _x000C_,0
244f5a29-932e-4b1f-8edd-de578e915fd5.jpg,"— ПИВО СТЕЛЛА APTYA СВЕТЛОЕ ANK.5,0% С/Б 0,44Л і. _x000C_", ПИВО СТЕЛЛА APTYA СВЕТЛОЕ ANK.50 СБ 044Л . _x000C_,0
247d72dc-95f3-4f10-9fcb-b430a872679c.jpg,"=aronunx BOUNTY ТРИО B2,5° E _x000C_",aronunx BOUNTY ТРИО B25 E _x000C_,0
25319e94-e969-4d71-b3d2-0ddebf4c8565.jpg,eoiv. A toe tee Jit ФРУТОНЯНЯ 200мл fewer ay beers eres — эфьвы : ьвым * & 1 3 re) P _x000C_,eoiv. A toe tee Jit ФРУТОНЯНЯ 200мл fewer ay beers eres  эфьвы  ьвым   1 3 re P _x000C_,0
2629b58e-1390-46db-a761-fddd73463456.jpg,Yan RICHARD черный 5Ог .| _x000C_,Yan RICHARD черный 5Ог . _x000C_,0
